,Index,Base,Base_weight,Base2,Base2_weight,Prep,Prep2,Calc.T,Calc.t,Support,Support2,Support_frac,Support2_frac,Promoter,Promoter_weight,Promoter2,Promoter2_weight,T,H2,O2,CO,H2O,CO2,CH4,TOS,F/W,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y203,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,YSZ,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion
65,934,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,304.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,304.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,63.5
66,939,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,425.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,425.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,96.3
67,1087,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,261.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,261.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,43.5
68,1088,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,273.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,273.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,52.1
69,1089,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,74.9
70,1091,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,322.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,322.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,87.5
71,1157,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,261.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,261.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,44.0
72,1158,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,273.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,273.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,52.6
73,1159,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,75.4
74,1161,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,Ce,10.0,0,0.0,322.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,322.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,88.2
75,1190,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,221.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,221.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,2.5
76,1192,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,262.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,262.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,13.1
77,1193,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,272.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,272.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,19.2
78,1194,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,282.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,282.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,27.2
79,1195,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,294.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,294.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,44.4
80,1196,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,304.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,304.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,63.3
81,1199,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,425.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,425.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,96.1
82,1332,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,236.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,236.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,9.24
83,2183,Pt,5.0,0,0.0,ME,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,250.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,250.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,2.9
84,2184,Pt,5.0,0,0.0,ME,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,300.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,300.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,11.4
85,2197,Pt,5.0,0,0.0,ME,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,250.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,250.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,0.169
86,2198,Pt,5.0,0,0.0,ME,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,300.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,300.0,24.99,0.0,6.15,23.08,7.68,0.77,60.0,0.555,8.03
87,2298,Pt,1.0,0,0.0,IWI,0,500,4.0,CeO2,ZrO2,0.6,0.4,0,0.0,0,0.0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,86.0
88,2299,Pt,1.0,0,0.0,IWI,0,500,4.0,CeO2,ZrO2,0.6,0.4,0,0.0,0,0.0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,90.3
89,2300,Pt,1.0,0,0.0,IWI,0,500,4.0,CeO2,ZrO2,0.6,0.4,0,0.0,0,0.0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,90.5
90,2301,Pt,1.0,0,0.0,IWI,0,500,4.0,CeO2,ZrO2,0.6,0.4,0,0.0,0,0.0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,92.2
91,2302,Pt,1.0,0,0.0,IWI,0,500,4.0,CeO2,ZrO2,0.6,0.4,0,0.0,0,0.0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,95.6
92,2304,Pt,1.0,0,0.0,IWI,0,500,4.0,CeO2,ZrO2,0.6,0.4,0,0.0,0,0.0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,623.0,45.3,0.0,11.8,34.4,7.4,1.1,60.0,14.8,97.0
93,2365,Pt,1.0,0,0.0,IWI,0,500,1.0,CeO2,ZrO2,0.5,0.5,0,0.0,0,0.0,275.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,1.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,275.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,18.3
94,2366,Pt,1.0,0,0.0,IWI,0,500,1.0,CeO2,ZrO2,0.5,0.5,0,0.0,0,0.0,275.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,1.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,275.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,16.0
95,2367,Pt,1.0,0,0.0,IWI,0,500,1.0,CeO2,ZrO2,0.5,0.5,0,0.0,0,0.0,297.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,1.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,297.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,25.5
96,2368,Pt,1.0,0,0.0,IWI,0,500,1.0,CeO2,ZrO2,0.5,0.5,0,0.0,0,0.0,297.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,1.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,297.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,30.0
97,2370,Pt,1.0,0,0.0,IWI,0,500,1.0,CeO2,ZrO2,0.5,0.5,0,0.0,0,0.0,321.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,1.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,321.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,54.3
98,2371,Pt,1.0,0,0.0,IWI,0,500,1.0,CeO2,ZrO2,0.5,0.5,0,0.0,0,0.0,321.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,1.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,321.0,4.0,0.0,6.0,20.0,6.0,0.0,60.0,0.3,52.1
99,2485,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,40.6
100,2486,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,335.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,335.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,61.2
101,2491,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,413.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,413.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,94.6
102,2888,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,26.9
