,Index,Base,Base_weight,Base2,Base2_weight,Prep,Prep2,Calc.T,Calc.t,Support,Support2,Support_frac,Support2_frac,Promoter,Promoter_weight,Promoter2,Promoter2_weight,T,H2,O2,CO,H2O,CO2,CH4,TOS,F/W,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y203,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,YSZ,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion
27,288,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,573.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,573.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,97.4
28,289,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,622.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,622.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,98.2
29,290,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,423.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,423.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,4.71
30,291,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,473.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,473.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,11.3
31,292,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,523.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,523.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,40.1
32,293,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,573.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,573.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,60.2
33,294,Au,3.0,0,0.0,DP,0,400,2.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,622.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,400,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,622.0,0.0,0.0,4.498,30.7,0.0,0.0,60.0,14.85,73.3
34,325,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,244.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,244.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,20.9
35,329,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,352.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,352.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,79.8
36,330,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,383.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,383.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,94.4
37,332,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,448.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,448.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,95.2
38,378,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,244.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,244.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,22.2
39,382,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,352.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,352.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,80.2
40,383,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,383.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,383.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,94.3
41,385,Pt,0.5,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,448.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,448.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,95.1
42,401,Pt,5.0,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,250.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,70.5
43,402,Pt,5.0,0,0.0,WI,0,650,3.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,650,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,250.0,0.0,0.0,10.0,3.0,0.0,0.0,60.0,0.5,67.5
44,584,Pt,0.5,0,0.0,IWI,0,400,1.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,300.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,1.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,300.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,58.3
45,587,Pt,0.5,0,0.0,IWI,0,400,1.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,300.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,1.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,300.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,19.9
46,589,Pt,2.5,0,0.0,IWI,0,400,1.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,350.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,1.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,350.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,38.8
47,594,Pt,2.5,0,0.0,IWI,0,400,1.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,350.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,1.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,350.0,41.9,0.0,1.6,52.4,0.0,0.0,60.0,0.14,81.9
48,622,Pt,2.2,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,252.0,30.3,0.0,4.9,33.0,10.5,0.0,60.0,0.23,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,380,4.0,0.0,0,0.58,0.0,0,0,0.0,0.42,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,252.0,30.3,0.0,4.9,33.0,10.5,0.0,60.0,0.23,14.3
49,633,Pt,2.2,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,252.0,30.3,0.0,4.9,33.0,10.5,0.0,60.0,0.23,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,380,4.0,0.0,0,0.58,0.0,0,0,0.0,0.42,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,252.0,30.3,0.0,4.9,33.0,10.5,0.0,60.0,0.23,22.0
50,687,Pt,2.2,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,232.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,380,4.0,0.0,0,0.58,0.0,0,0,0.0,0.42,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,232.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,30.6
51,695,Pt,2.2,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,232.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,380,4.0,0.0,0,0.58,0.0,0,0,0.0,0.42,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,232.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,26.3
52,719,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,243.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,380,4.0,0.0,0,0.58,0.0,0,0,0.0,0.42,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,243.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,53.6
53,720,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,243.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,380,4.0,0.0,0,0.58,0.0,0,0,0.0,0.42,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,243.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,59.8
54,825,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,154.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,154.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,1.03
55,828,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,244.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,244.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,19.2
56,830,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,46.0
57,833,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,384.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,384.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,96.3
58,834,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,413.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,413.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,95.9
59,837,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,236.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,236.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,3.89
60,929,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,221.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,221.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,2.12
61,930,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,262.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,262.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,12.9
62,931,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,272.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,272.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,18.9
63,932,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,282.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,282.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,27.6
64,933,Pt,0.5,0,0.0,WI,0,25,0.0,Al2O3,0,1.0,0.0,Co,10.0,0,0.0,294.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,294.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,44.6
