,Base,Base_weight,Base2,Base2_weight,Prep,Prep2,Calc.T,Calc.t,Support,Support2,Support_frac,Support2_frac,Promoter,Promoter_weight,Promoter2,Promoter2_weight,T,H2,O2,CO,H2O,CO2,CH4,TOS,F/W,conversion
723,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,262.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,90.3
724,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,265.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,92.3
725,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,271.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,95.3
726,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,301.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,91.1
727,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,305.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,93.1
728,Pt,4.1,0,0.0,WI,0,380,4.0,CeO2,ZrO2,0.58,0.42,0,0.0,0,0.0,325.0,25.0,0.0,1.5,45.0,5.0,0.0,60.0,0.23,91.2
729,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,200.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,12.1
730,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,219.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,19.4
731,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,240.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,38.3
732,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,259.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,66.5
733,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,279.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,83.9
734,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,299.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,83.9
735,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,319.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,79.8
736,Pt,1.17,0,0.0,IWI,0,550,10.0,Al2O3,0,1.0,0.0,Ce,4.78,0,0.0,339.0,30.0,0.0,10.0,20.0,10.0,0.0,60.0,6.36,75.8
737,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,393.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,14.85,84.2
738,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,14.85,88.1
739,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,14.85,91.0
740,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,483.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,14.85,91.9
741,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,508.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,14.85,92.5
742,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,29.7,90.5
743,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,7.425,77.3
744,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,29.7,92.4
745,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,30.0,0.0,0.0,60.0,7.425,89.5
746,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,4.44,0.0,0.0,60.0,14.85,71.8
747,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,6.91,0.0,0.0,60.0,14.85,79.7
748,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,11.84,0.0,0.0,60.0,14.85,85.4
749,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,18.75,0.0,0.0,60.0,14.85,87.5
750,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,423.0,1.0,0.0,4.42,46.4,0.0,0.0,60.0,14.85,87.5
751,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,4.44,0.0,0.0,60.0,14.85,82.0
752,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,6.91,0.0,0.0,60.0,14.85,86.6
753,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,11.84,0.0,0.0,60.0,14.85,90.4
754,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,18.75,0.0,0.0,60.0,14.85,92.1
755,Au,2.0,0,0.0,DP,0,400,2.0,ThO2,0,1.0,0.0,0,0.0,0,0.0,453.0,1.0,0.0,4.42,46.4,0.0,0.0,60.0,14.85,91.8
756,Au,8.0,0,0.0,HDP,0,200,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,50.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,0.571
757,Au,8.0,0,0.0,HDP,0,200,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,3.11
758,Au,8.0,0,0.0,HDP,0,200,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,150.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,9.66
759,Au,8.0,0,0.0,HDP,0,200,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,31.7
760,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,50.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,0.571
761,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,16.1
762,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,150.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,49.7
763,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,63.5
764,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,73.3
765,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,79.0
766,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,350.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,83.6
767,Au,8.0,0,0.0,HDP,0,300,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,400.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,81.3
768,Au,8.0,0,0.0,HDP,0,400,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,50.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,0.571
769,Au,8.0,0,0.0,HDP,0,400,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,31.0
770,Au,8.0,0,0.0,HDP,0,400,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,150.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,63.8
771,Au,8.0,0,0.0,HDP,0,400,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,75.0
772,Au,8.0,0,0.0,HDP,0,400,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,82.5
773,Au,8.0,0,0.0,HDP,0,400,6.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,5.13,92.8
774,Au,8.0,0,0.0,HDP,0,200,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,50.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,0.0
775,Au,8.0,0,0.0,HDP,0,200,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,6.88
776,Au,8.0,0,0.0,HDP,0,200,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,150.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,24.9
777,Au,8.0,0,0.0,HDP,0,200,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,43.6
778,Au,8.0,0,0.0,HDP,0,300,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,50.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,0.0
779,Au,8.0,0,0.0,HDP,0,300,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,18.6
780,Au,8.0,0,0.0,HDP,0,300,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,150.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,35.0
781,Au,8.0,0,0.0,HDP,0,300,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,53.9
782,Au,8.0,0,0.0,HDP,0,300,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,64.2
783,Au,8.0,0,0.0,HDP,0,300,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,68.2
784,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,50.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,0.0
785,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,3.15
786,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,150.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,18.9
787,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,44.4
788,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,66.2
789,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,86.5
790,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,350.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,96.3
791,Au,8.0,0,0.0,HDP,0,400,6.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,400.0,0.0,0.0,5.0,10.0,0.0,0.0,60.0,6.6,96.3
792,Rh,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,500.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,0.1457,0.26
793,Rh,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,700.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,0.1457,0.485
794,Pt,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,500.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,24.89,40.9
795,Pt,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,700.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,24.89,76.3
796,Ir,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,500.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,23.65,0.23
797,Ir,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,700.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,23.65,0.4
798,Ru,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,500.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,26.78,0.34
799,Ru,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,700.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,26.78,0.64
800,Pd,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,500.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,27.63,0.457
801,Pd,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,Ce,2.5,0,0.0,700.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,27.63,0.59
802,Pt,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,500.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,22.75,0.312
803,Pt,2.5,0,0.0,IWI,0,700,4.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,700.0,0.0,0.0,99.5,0.5,0.0,0.0,60.0,22.75,0.291
804,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,2.58
805,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,5.94
806,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,20.9
807,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,350.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,51.2
808,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,400.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,85.8
809,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,450.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,94.1
810,Pt,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,500.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,93.3
811,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,1.29
812,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,3.1
813,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,5.43
814,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,350.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,13.2
815,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,400.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,44.2
816,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,450.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,80.4
817,Rh,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,500.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,91.0
818,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,200.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,1.29
819,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,2.07
820,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,300.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,4.39
821,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,350.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,9.56
822,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,400.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,29.5
823,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,450.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,65.9
824,Pd,0.5,0,0.0,WI,0,500,2.0,Al2O3,0,1.0,0.0,0,0.0,0,0.0,500.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,2.5,89.7
825,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,154.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,1.03
826,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,173.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,2.06
827,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,212.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,9.74
828,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,244.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,19.2
829,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,276.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,34.5
830,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,303.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,46.0
831,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,326.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,61.6
832,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,352.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,79.7
833,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,384.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,96.3
834,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,413.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,95.9
835,Pt,0.5,0,0.0,WI,0,25,0.0,TiO2,0,1.0,0.0,0,0.0,0,0.0,450.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,95.1
836,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,215.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,2.09
837,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,236.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,3.89
838,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,250.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,6.45
839,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,265.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,10.0
840,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,281.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,15.9
841,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,304.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,25.9
842,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,324.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,38.4
843,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,345.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,54.0
844,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,359.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,63.4
845,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,381.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,78.2
846,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,394.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,83.9
847,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,422.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,89.5
848,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,442.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,91.0
849,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,463.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,91.0
850,Pt,0.5,0,0.0,WI,0,25,0.0,CeO2,0,1.0,0.0,0,0.0,0,0.0,485.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,91.6
851,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,222.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,0.0562
852,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,234.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,1.34
853,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,256.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,5.69
854,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,295.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,21.5
855,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,324.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,37.9
856,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,358.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,74.9
857,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,367.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,79.8
858,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,398.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,93.8
859,Pt,0.5,0,0.0,WI,0,25,0.0,Co3O4,0,1.0,0.0,0,0.0,0,0.0,428.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,94.6
860,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,295.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,2.1
861,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,248.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,4.67
862,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,268.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,10.0
863,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,290.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,22.3
864,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,314.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,43.7
865,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,331.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,61.9
866,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,341.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,74.6
867,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,357.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,88.9
868,Pt,0.5,0,0.0,WI,0,25,0.0,La2O3,0,1.0,0.0,0,0.0,0,0.0,365.0,0.0,0.0,3.0,10.0,0.0,0.0,60.0,0.5,91.5
